EMC,Location,Analyte,Flow,Run
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,436
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,436
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,436
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,436
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,436
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,436
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,436
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,436
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,436
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,437
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,437
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,437
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,437
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,437
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,437
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,437
0.193000003695488,1671569331_MN,Phosphorus,Inflow,437
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,437
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,437
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,438
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,438
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,438
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,438
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,438
0.324999988079071,1671569331_MN,Phosphorus,Inflow,438
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,438
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,438
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,438
0.153999999165535,1671569331_MN,Phosphorus,Inflow,438
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,439
1.460000038146973,1671569331_MN,Phosphorus,Inflow,439
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,439
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,439
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,439
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,439
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,439
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,439
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,439
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,439
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,440
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,440
0.119999997317791,1671569331_MN,Phosphorus,Inflow,440
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,440
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,440
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,440
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,440
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,440
1.299999952316284,1671569331_MN,Phosphorus,Inflow,440
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,440
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,441
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,441
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,441
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,441
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,441
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,441
0.324999988079071,1671569331_MN,Phosphorus,Inflow,441
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,441
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,441
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,441
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,442
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,442
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,442
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,442
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,442
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,442
0.119999997317791,1671569331_MN,Phosphorus,Inflow,442
0.257999986410141,1671569331_MN,Phosphorus,Inflow,442
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,442
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,442
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,443
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,443
0.324999988079071,1671569331_MN,Phosphorus,Inflow,443
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,443
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,443
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,443
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,443
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,443
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,443
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,443
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,444
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,444
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,444
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,444
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,444
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,444
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,444
0.193000003695488,1671569331_MN,Phosphorus,Inflow,444
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,444
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,444
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,445
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,445
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,445
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,445
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,445
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,445
0.193000003695488,1671569331_MN,Phosphorus,Inflow,445
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,445
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,445
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,445
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,446
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,446
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,446
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,446
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,446
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,446
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,446
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,446
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,446
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,446
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,447
0.181999996304512,1671569331_MN,Phosphorus,Inflow,447
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,447
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,447
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,447
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,447
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,447
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,447
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,447
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,447
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,448
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,448
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,448
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,448
0.193000003695488,1671569331_MN,Phosphorus,Inflow,448
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,448
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,448
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,448
1.299999952316284,1671569331_MN,Phosphorus,Inflow,448
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,448
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,449
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,449
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,449
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,449
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,449
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,449
0.324999988079071,1671569331_MN,Phosphorus,Inflow,449
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,449
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,449
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,449
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,450
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,450
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,450
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,450
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,450
0.181999996304512,1671569331_MN,Phosphorus,Inflow,450
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,450
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,450
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,450
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,450
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,451
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,451
0.193000003695488,1671569331_MN,Phosphorus,Inflow,451
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,451
1.299999952316284,1671569331_MN,Phosphorus,Inflow,451
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,451
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,451
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,451
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,451
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,451
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,452
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,452
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,452
0.119999997317791,1671569331_MN,Phosphorus,Inflow,452
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,452
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,452
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,452
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,452
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,452
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,452
1.460000038146973,1671569331_MN,Phosphorus,Inflow,453
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,453
0.193000003695488,1671569331_MN,Phosphorus,Inflow,453
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,453
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,453
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,453
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,453
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,453
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,453
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,453
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,454
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,454
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,454
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,454
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,454
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,454
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,454
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,454
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,454
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,454
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,455
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,455
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,455
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,455
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,455
0.181999996304512,1671569331_MN,Phosphorus,Inflow,455
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,455
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,455
0.119999997317791,1671569331_MN,Phosphorus,Inflow,455
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,455
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,456
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,456
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,456
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,456
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,456
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,456
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,456
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,456
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,456
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,456
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,457
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,457
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,457
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,457
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,457
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,457
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,457
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,457
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,457
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,457
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,458
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,458
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,458
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,458
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,458
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,458
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,458
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,458
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,458
0.382999986410141,1671569331_MN,Phosphorus,Inflow,458
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,459
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,459
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,459
0.181999996304512,1671569331_MN,Phosphorus,Inflow,459
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,459
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,459
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,459
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,459
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,459
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,459
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,460
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,460
0.181999996304512,1671569331_MN,Phosphorus,Inflow,460
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,460
0.324999988079071,1671569331_MN,Phosphorus,Inflow,460
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,460
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,460
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,460
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,460
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,460
0.193000003695488,1671569331_MN,Phosphorus,Inflow,461
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,461
0.1550000011920929,1671569331_MN,Phosphorus,Inflow,461
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,461
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,461
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,461
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,461
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,461
0.153999999165535,1671569331_MN,Phosphorus,Inflow,461
0.119999997317791,1671569331_MN,Phosphorus,Inflow,461
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,462
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,462
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,462
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,462
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,462
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,462
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,462
0.324999988079071,1671569331_MN,Phosphorus,Inflow,462
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,462
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,462
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,463
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,463
0.181999996304512,1671569331_MN,Phosphorus,Inflow,463
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,463
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,463
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,463
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,463
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,463
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,463
0.193000003695488,1671569331_MN,Phosphorus,Inflow,463
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,464
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,464
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,464
0.382999986410141,1671569331_MN,Phosphorus,Inflow,464
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,464
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,464
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,464
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,464
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,464
0.153999999165535,1671569331_MN,Phosphorus,Inflow,464
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,465
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,465
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,465
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,465
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,465
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,465
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,465
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,465
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,465
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,465
0.324999988079071,1671569331_MN,Phosphorus,Inflow,466
0.181999996304512,1671569331_MN,Phosphorus,Inflow,466
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,466
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,466
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,466
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,466
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,466
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,466
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,466
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,466
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,467
0.119999997317791,1671569331_MN,Phosphorus,Inflow,467
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,467
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,467
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,467
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,467
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,467
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,467
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,467
0.193000003695488,1671569331_MN,Phosphorus,Inflow,467
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,468
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,468
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,468
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,468
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,468
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,468
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,468
0.1500000059604645,1671569331_MN,Phosphorus,Inflow,468
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,468
0.193000003695488,1671569331_MN,Phosphorus,Inflow,468
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,469
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,469
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,469
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,469
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,469
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,469
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,469
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,469
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,469
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,469
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,470
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,470
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,470
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,470
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,470
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,470
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,470
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,470
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,470
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,470
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,471
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,471
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,471
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,471
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,471
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,471
0.153999999165535,1671569331_MN,Phosphorus,Inflow,471
0.06100000068545341,1671569331_MN,Phosphorus,Inflow,471
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,471
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,471
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,472
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,472
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,472
1.299999952316284,1671569331_MN,Phosphorus,Inflow,472
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,472
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,472
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,472
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,472
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,472
